ID,True_Segment,Predicted_Segment,Correct,Max_Posterior,Confidence_Level
4777,A,B,False,0.3680481827153349,Low_Review
4463,D,D,True,0.992643418247306,High_Confidence
5517,C,C,True,0.6426348721528086,Moderate_Review
473,C,C,True,0.5865388296640978,Moderate_Review
4436,A,D,False,0.6424239957194894,Moderate_Review
2300,D,D,True,0.999107775943172,High_Confidence
7644,A,A,True,0.44403919386892304,Low_Review
7539,D,B,False,0.4091780277375985,Low_Review
539,C,C,True,0.59349420951636,Moderate_Review
6646,C,C,True,0.7831174574121861,High_Confidence
7063,A,A,True,0.7267734210176132,Moderate_Review
5502,A,D,False,0.9842511365640148,High_Confidence
5352,C,C,True,0.7022330294453221,Moderate_Review
2412,D,A,False,0.49206655188324167,Low_Review
1133,C,C,True,0.3841999783714165,Low_Review
4764,D,A,False,0.4232533452538493,Low_Review
4350,D,D,True,0.9876079218795513,High_Confidence
4597,B,A,False,0.37144640336456003,Low_Review
598,B,B,True,0.4006445090406779,Low_Review
3670,C,C,True,0.459432133865933,Low_Review
1906,D,D,True,0.9528295994471407,High_Confidence
7290,A,A,True,0.6541773393561728,Moderate_Review
4457,D,D,True,0.8574115551884407,High_Confidence
7117,C,C,True,0.7192877356223258,Moderate_Review
5902,B,B,True,0.44806774073797906,Low_Review
3242,B,B,True,0.4746046197474969,Low_Review
4094,B,B,True,0.41904393382737093,Low_Review
5482,D,D,True,0.623867953787774,Moderate_Review
5559,A,C,False,0.3991448985500132,Low_Review
2733,A,C,False,0.5276805851604561,Moderate_Review
4768,D,D,True,0.9475948443924112,High_Confidence
4103,B,B,True,0.3808004276375461,Low_Review
2179,C,D,False,0.9541454333517708,High_Confidence
6351,D,A,False,0.40246671847894555,Low_Review
2487,C,D,False,0.6527341603810789,Moderate_Review
3612,C,C,True,0.6674022217546371,Moderate_Review
5777,A,C,False,0.46683071635795315,Low_Review
1813,A,A,True,0.4232533452538493,Low_Review
1735,B,C,False,0.5219450354734512,Moderate_Review
1482,C,B,False,0.3858073358724047,Low_Review
3715,C,A,False,0.4612537609606993,Low_Review
6644,A,A,True,0.6341154866169418,Moderate_Review
5386,C,C,True,0.6433984773342817,Moderate_Review
2181,B,A,False,0.3167480109148536,Low_Review
776,C,C,True,0.5473979164083123,Moderate_Review
7260,C,C,True,0.7508418280934381,High_Confidence
1371,B,C,False,0.5188979473885771,Moderate_Review
2856,C,C,True,0.5713431176188272,Moderate_Review
3334,C,C,True,0.5755229047293313,Moderate_Review
5055,B,B,True,0.4233895770333133,Low_Review
6835,A,D,False,0.6744413018229247,Moderate_Review
5150,A,B,False,0.507006436315287,Moderate_Review
7120,A,A,True,0.6865985444126059,Moderate_Review
319,D,D,True,0.9997096166170963,High_Confidence
1604,D,D,True,0.999585012049234,High_Confidence
4454,A,C,False,0.3943955450128489,Low_Review
7403,A,D,False,0.7928426946873214,High_Confidence
1429,B,D,False,0.8252967401970482,High_Confidence
1595,A,D,False,0.590321602428088,Moderate_Review
1130,D,D,True,0.9950455888106334,High_Confidence
4702,B,C,False,0.5743184810572955,Moderate_Review
6865,A,B,False,0.44274013469912327,Low_Review
7102,A,C,False,0.5343738259205695,Moderate_Review
2314,A,B,False,0.4183813340344762,Low_Review
988,A,D,False,0.9000962502145825,High_Confidence
5717,A,A,True,0.6626445181174864,Moderate_Review
5922,C,C,True,0.5796885548768318,Moderate_Review
1390,B,D,False,0.9939491438297215,High_Confidence
7616,D,D,True,0.9941594614400125,High_Confidence
7039,A,B,False,0.44274013469912327,Low_Review
2090,A,D,False,0.8257094852752693,High_Confidence
6475,D,A,False,0.5470598586703743,Moderate_Review
5024,A,A,True,0.4134105079909863,Low_Review
5225,D,D,True,0.9793726962078804,High_Confidence
1807,C,D,False,0.9064578822770742,High_Confidence
2025,D,D,True,0.9924965167874813,High_Confidence
6192,D,D,True,0.8052424613886388,High_Confidence
7987,B,C,False,0.5167024815388994,Moderate_Review
5548,B,B,True,0.47206888071330877,Low_Review
1364,D,D,True,0.9877008817877004,High_Confidence
3713,D,D,True,0.9953901019804673,High_Confidence
5912,B,C,False,0.5396391989553673,Moderate_Review
7900,D,D,True,0.9764690120561084,High_Confidence
419,B,C,False,0.3822340892043331,Low_Review
6506,D,D,True,0.8490308063846776,High_Confidence
4791,C,C,True,0.6478853376422814,Moderate_Review
2626,C,C,True,0.5343738259205695,Moderate_Review
2909,D,D,True,0.9941594614400125,High_Confidence
6273,C,C,True,0.484257447525435,Low_Review
357,A,D,False,0.9992202528801376,High_Confidence
1242,C,A,False,0.42503917725258045,Low_Review
3177,C,A,False,0.6498273407564479,Moderate_Review
6738,C,A,False,0.4447041961149652,Low_Review
6938,C,C,True,0.5396391989553673,Moderate_Review
6299,C,D,False,0.7643060846380291,High_Confidence
3981,B,C,False,0.5713431176188272,Moderate_Review
879,A,B,False,0.41651177236196374,Low_Review
6992,D,D,True,0.9552862921244565,High_Confidence
3057,B,A,False,0.5712860450313886,Moderate_Review
4994,C,A,False,0.602594299364137,Moderate_Review
3233,D,D,True,0.9941594614400125,High_Confidence
3427,A,C,False,0.5661555574856197,Moderate_Review
739,B,C,False,0.7873812541401995,High_Confidence
2308,C,D,False,0.8591710331407666,High_Confidence
1146,C,C,True,0.5065008057143265,Moderate_Review
2951,C,A,False,0.43970130673588703,Low_Review
6913,B,A,False,0.4895863843248846,Low_Review
3414,D,D,True,0.9436716111674318,High_Confidence
2497,B,A,False,0.4894796293787527,Low_Review
2578,B,B,True,0.4047581549325324,Low_Review
2652,B,D,False,0.6860419311313838,Moderate_Review
668,D,A,False,0.5712860450313886,Moderate_Review
1010,B,C,False,0.6205062695382949,Moderate_Review
7863,D,D,True,0.9828764732364758,High_Confidence
3129,D,D,True,0.9996701614707278,High_Confidence
193,C,C,True,0.7347592639627794,Moderate_Review
4732,A,A,True,0.5469184113666901,Moderate_Review
6051,A,A,True,0.6499479919164644,Moderate_Review
5630,B,D,False,0.7951241960727741,High_Confidence
2027,D,D,True,0.5519036828162033,Moderate_Review
7659,B,C,False,0.5755229047293313,Moderate_Review
450,B,D,False,0.9398732604449087,High_Confidence
7522,A,D,False,0.5506845662534864,Moderate_Review
6255,D,D,True,0.9998099451653478,High_Confidence
1049,D,D,True,0.762796460986016,High_Confidence
4557,B,B,True,0.5596535256124161,Moderate_Review
7322,B,C,False,0.780978441970604,High_Confidence
3958,D,D,True,0.9954841789290373,High_Confidence
6009,B,C,False,0.7192877356223258,Moderate_Review
2210,D,A,False,0.5471590559558586,Moderate_Review
5119,C,C,True,0.6400334778975915,Moderate_Review
4831,D,D,True,0.5114327068399291,Moderate_Review
3952,D,D,True,0.658770417472439,Moderate_Review
7088,B,A,False,0.5008592453013505,Moderate_Review
969,D,D,True,0.7671797243953645,High_Confidence
2591,D,D,True,0.9936872323646332,High_Confidence
6584,B,C,False,0.5366530118770056,Moderate_Review
5603,D,D,True,0.9631360393707843,High_Confidence
1397,D,D,True,0.9917442786470954,High_Confidence
4148,A,A,True,0.6659931296334467,Moderate_Review
1075,A,D,False,0.6330088087813782,Moderate_Review
1780,A,B,False,0.49776462232767954,Low_Review
4584,D,C,False,0.5343738259205695,Moderate_Review
7439,B,C,False,0.660379985914098,Moderate_Review
607,C,B,False,0.5711867478770191,Moderate_Review
7027,A,D,False,0.9332934984459925,High_Confidence
7028,C,D,False,0.8911515612063033,High_Confidence
2769,B,C,False,0.5789939034367766,Moderate_Review
2141,A,B,False,0.4536333118500748,Low_Review
6328,C,C,True,0.4511230849961598,Low_Review
7442,C,C,True,0.649704708878848,Moderate_Review
1965,B,C,False,0.38834509342163953,Low_Review
2531,A,C,False,0.5414084647512225,Moderate_Review
3211,A,D,False,0.41892041066412017,Low_Review
4274,D,D,True,0.8673946255335261,High_Confidence
2091,C,C,True,0.5528423948625919,Moderate_Review
5613,A,A,True,0.3772325153287196,Low_Review
490,A,D,False,0.31995674348432884,Low_Review
6796,B,A,False,0.6348315429921466,Moderate_Review
6857,B,C,False,0.6563513696220106,Moderate_Review
5026,D,D,True,0.9949045117115412,High_Confidence
5547,A,A,True,0.6541773393561728,Moderate_Review
1511,D,A,False,0.4750160687120425,Low_Review
2250,D,A,False,0.4497621295102733,Low_Review
7026,A,A,True,0.504373378902083,Moderate_Review
5301,B,C,False,0.6262667249172578,Moderate_Review
4542,C,C,True,0.7177475218023591,Moderate_Review
3065,C,C,True,0.616518626588475,Moderate_Review
5213,C,C,True,0.35714205366279506,Low_Review
5216,A,A,True,0.3931319374568282,Low_Review
3358,A,B,False,0.41468074020942647,Low_Review
5823,B,B,True,0.5008230055399896,Moderate_Review
1972,D,A,False,0.5606432292354355,Moderate_Review
4723,A,C,False,0.39002537569026474,Low_Review
5987,A,D,False,0.8806573742603128,High_Confidence
5665,A,C,False,0.6418684038495261,Moderate_Review
2082,C,C,True,0.7873812541401995,High_Confidence
481,D,D,True,0.531614647686347,Moderate_Review
232,B,C,False,0.5396391989553673,Moderate_Review
4,A,B,False,0.4142204352563594,Low_Review
5772,C,C,True,0.620530082986892,Moderate_Review
1269,C,A,False,0.4574460355248524,Low_Review
4867,B,C,False,0.6205062695382949,Moderate_Review
2177,A,A,True,0.4232533452538493,Low_Review
6989,D,D,True,0.9312655970186103,High_Confidence
6516,A,A,True,0.4266440879450389,Low_Review
5412,D,D,True,0.8366759738155052,High_Confidence
6214,A,C,False,0.6418684038495261,Moderate_Review
2548,A,C,False,0.4376270150831518,Low_Review
3594,C,A,False,0.41114493875969804,Low_Review
2226,C,D,False,0.4129824262222583,Low_Review
6711,C,B,False,0.3310699778863345,Low_Review
5181,D,A,False,0.5831318739954308,Moderate_Review
7606,B,C,False,0.6433984773342817,Moderate_Review
7799,D,D,True,0.9960221853869297,High_Confidence
948,C,C,True,0.6381654277132845,Moderate_Review
663,C,A,False,0.448269666825475,Low_Review
2188,D,A,False,0.3512816959233114,Low_Review
102,A,B,False,0.4058050307673286,Low_Review
6828,C,C,True,0.5974918801041168,Moderate_Review
2224,D,D,True,0.8898790862854989,High_Confidence
625,D,D,True,0.9936872323646332,High_Confidence
3791,A,C,False,0.5396391989553673,Moderate_Review
6350,D,A,False,0.6300295274785872,Moderate_Review
946,A,D,False,0.9631360393707843,High_Confidence
3026,A,A,True,0.5851813346576068,Moderate_Review
5226,D,D,True,0.44439548142482116,Low_Review
703,A,C,False,0.6216848379005003,Moderate_Review
5282,B,A,False,0.3259841656523578,Low_Review
4421,B,A,False,0.6167648923776856,Moderate_Review
5341,D,D,True,0.9125593416295866,High_Confidence
5330,C,C,True,0.4389420627362191,Low_Review
7688,A,A,True,0.6675315333811862,Moderate_Review
5250,D,D,True,0.8308034305231202,High_Confidence
5321,A,A,True,0.5713048526710612,Moderate_Review
7236,C,C,True,0.5713431176188272,Moderate_Review
1183,D,D,True,0.9829810201835073,High_Confidence
696,B,C,False,0.6296168849700017,Moderate_Review
3737,C,C,True,0.7831174574121861,High_Confidence
72,B,C,False,0.6766777599013363,Moderate_Review
2711,B,B,True,0.44252304456495617,Low_Review
6388,B,A,False,0.5841569896111561,Moderate_Review
1409,B,C,False,0.6685052446273818,Moderate_Review
7718,C,B,False,0.4342740968479776,Low_Review
1134,C,C,True,0.6478853376422814,Moderate_Review
2169,A,A,True,0.4168369615714019,Low_Review
3224,B,B,True,0.44720631069554134,Low_Review
6366,D,B,False,0.42442943557954355,Low_Review
2078,D,A,False,0.4464456552095307,Low_Review
3706,C,C,True,0.6953175253566247,Moderate_Review
1022,D,D,True,0.9944456008458277,High_Confidence
5064,C,B,False,0.4081648570737801,Low_Review
4559,A,A,True,0.5913672805190431,Moderate_Review
6925,C,C,True,0.6706100253563532,Moderate_Review
2806,C,C,True,0.7787252392878795,High_Confidence
1716,B,A,False,0.4172865664794437,Low_Review
4799,B,C,False,0.4389420627362191,Low_Review
7656,D,D,True,0.998079123945995,High_Confidence
7532,A,A,True,0.49227211171717516,Low_Review
7922,A,A,True,0.46450876973969885,Low_Review
370,B,D,False,0.46816462582140345,Low_Review
3380,A,D,False,0.9155647826883795,High_Confidence
5945,B,A,False,0.5884224488225547,Moderate_Review
1411,C,C,True,0.6318016919768272,Moderate_Review
1162,A,A,True,0.5041159172939099,Moderate_Review
1953,C,D,False,0.7837550136599694,High_Confidence
883,D,D,True,0.9764690120561084,High_Confidence
1551,D,A,False,0.3667269353277581,Low_Review
2912,A,C,False,0.5262231915147315,Moderate_Review
4329,B,C,False,0.3540343522881195,Low_Review
2605,B,C,False,0.4600982655953033,Low_Review
7560,D,D,True,0.9958138099365311,High_Confidence
904,D,D,True,0.9933988516828034,High_Confidence
4531,A,A,True,0.5484686662339779,Moderate_Review
7704,A,C,False,0.5414084647512225,Moderate_Review
5223,C,C,True,0.3765270252463865,Low_Review
5749,B,A,False,0.6387931748560526,Moderate_Review
5342,B,D,False,0.9829810201835073,High_Confidence
4507,D,A,False,0.42273784187089214,Low_Review
2368,D,D,True,0.9834591100080535,High_Confidence
5509,B,B,True,0.4039050596459642,Low_Review
6550,A,D,False,0.8390300331321247,High_Confidence
224,D,D,True,0.9348150873075954,High_Confidence
789,A,D,False,0.4629526522294559,Low_Review
4858,C,C,True,0.5563726531681291,Moderate_Review
5907,A,B,False,0.3541717991094077,Low_Review
6919,A,C,False,0.37168657128996574,Low_Review
2998,B,A,False,0.5315449668398389,Moderate_Review
7693,B,C,False,0.4380861573382696,Low_Review
6719,C,D,False,0.8703227237130122,High_Confidence
2809,A,C,False,0.5396391989553673,Moderate_Review
2263,C,A,False,0.3772325153287196,Low_Review
7142,C,C,True,0.6478853376422814,Moderate_Review
5923,B,C,False,0.5755229047293313,Moderate_Review
6640,A,D,False,0.4991645836350511,Low_Review
1583,A,D,False,0.8972107464325613,High_Confidence
1825,A,A,True,0.5712860450313886,Moderate_Review
6655,B,A,False,0.39292753941084363,Low_Review
5643,C,C,True,0.6400334778975915,Moderate_Review
5839,D,D,True,0.44188638323629165,Low_Review
6531,D,D,True,0.9939491438297215,High_Confidence
6740,B,B,True,0.4699037187583414,Low_Review
6107,C,C,True,0.7315478902450515,Moderate_Review
4406,D,A,False,0.6105544397854259,Moderate_Review
5470,D,A,False,0.4447619948809288,Low_Review
6315,D,D,True,0.97677811671075,High_Confidence
2982,B,D,False,0.7039615076238162,Moderate_Review
762,A,C,False,0.5396391989553673,Moderate_Review
3866,D,A,False,0.3281016984744938,Low_Review
3611,A,A,True,0.7267734210176132,Moderate_Review
7790,A,D,False,0.7385940736301394,Moderate_Review
3342,C,A,False,0.5064171743865515,Moderate_Review
3144,A,A,True,0.4475230178777082,Low_Review
5307,D,C,False,0.57566968393513,Moderate_Review
5833,A,C,False,0.4269705204747487,Low_Review
5175,B,A,False,0.577694920335461,Moderate_Review
3956,B,B,True,0.46903779009040786,Low_Review
798,C,D,False,0.5480932741745573,Moderate_Review
7191,C,B,False,0.43657317728567113,Low_Review
4826,D,D,True,0.9997096166170963,High_Confidence
7040,B,C,False,0.483675056660622,Low_Review
208,B,A,False,0.42349853513569535,Low_Review
7362,A,A,True,0.5884224488225547,Moderate_Review
5903,C,C,True,0.6172459579818877,Moderate_Review
108,D,D,True,0.9824002731105912,High_Confidence
4216,B,C,False,0.6478853376422814,Moderate_Review
556,A,D,False,0.8119197488061968,High_Confidence
5060,A,B,False,0.3831925693824078,Low_Review
3991,C,C,True,0.4840062340954898,Low_Review
6660,D,D,True,0.9906396067292514,High_Confidence
6588,C,D,False,0.9838746110728303,High_Confidence
4230,D,D,True,0.762796460986016,High_Confidence
1869,C,D,False,0.7269686108467545,Moderate_Review
2197,D,B,False,0.4329757469351717,Low_Review
4458,C,C,True,0.5343738259205695,Moderate_Review
4181,D,B,False,0.3631179296847266,Low_Review
3789,D,D,True,0.9875182423458525,High_Confidence
8022,C,C,True,0.706150851212662,Moderate_Review
1530,D,D,True,0.8382448642629814,High_Confidence
1540,A,A,True,0.6802070481672382,Moderate_Review
3648,C,D,False,0.7746503225998767,High_Confidence
1513,B,C,False,0.7856563850473696,High_Confidence
1246,A,A,True,0.47694289945635926,Low_Review
4683,B,A,False,0.5378488406988287,Moderate_Review
3966,A,B,False,0.5033255748930856,Moderate_Review
3320,A,D,False,0.6954732467537615,Moderate_Review
4798,C,C,True,0.6433984773342817,Moderate_Review
2685,A,A,True,0.4232533452538493,Low_Review
6038,C,C,True,0.6216848379005003,Moderate_Review
3625,B,B,True,0.46729822044761987,Low_Review
2219,B,A,False,0.37987010409127303,Low_Review
100,C,C,True,0.7521938255724119,High_Confidence
4361,A,A,True,0.5178619392806233,Moderate_Review
417,C,C,True,0.6317720780654713,Moderate_Review
1574,D,D,True,0.9125593416295866,High_Confidence
7357,A,C,False,0.5326660886259407,Moderate_Review
4783,B,C,False,0.7137925519375192,Moderate_Review
3979,A,A,True,0.35416003572543797,Low_Review
2625,B,C,False,0.3773929967499663,Low_Review
3090,A,D,False,0.939074363990281,High_Confidence
6649,A,A,True,0.35877528939493514,Low_Review
2730,A,A,True,0.47905074912259843,Low_Review
2039,D,A,False,0.5579069399251226,Moderate_Review
3406,A,D,False,0.6440440703654154,Moderate_Review
4195,D,D,True,0.9997096166170963,High_Confidence
3469,C,C,True,0.7074650053317082,Moderate_Review
2303,C,C,True,0.780343356756151,High_Confidence
5646,C,A,False,0.5148728087539488,Moderate_Review
2134,B,C,False,0.5414084647512225,Moderate_Review
1801,A,A,True,0.5051719628167944,Moderate_Review
597,B,A,False,0.44261645273467615,Low_Review
6280,B,D,False,0.741830023123695,Moderate_Review
7513,C,C,True,0.5802210868141944,Moderate_Review
3873,C,C,True,0.41506542547946346,Low_Review
4223,B,D,False,0.4864174782835869,Low_Review
6530,A,D,False,0.3405282522751406,Low_Review
3015,D,D,True,0.945868853928901,High_Confidence
3664,C,D,False,0.9278775108530833,High_Confidence
1356,D,A,False,0.5672018536433797,Moderate_Review
257,A,D,False,0.4963677520772771,Low_Review
2345,D,B,False,0.37317496018801144,Low_Review
3835,B,A,False,0.4593666690585691,Low_Review
3963,A,A,True,0.4385898690784038,Low_Review
2932,A,A,True,0.5884224488225547,Moderate_Review
7047,C,C,True,0.5871593094651624,Moderate_Review
1212,D,D,True,0.7268577140903247,Moderate_Review
5051,A,A,True,0.3068698370445083,Low_Review
2580,C,C,True,0.7445435216055736,Moderate_Review
882,C,D,False,0.9660859654609842,High_Confidence
7417,A,A,True,0.5142079888806604,Moderate_Review
1534,D,D,True,0.5343444721198886,Moderate_Review
4822,D,D,True,0.9767051138169952,High_Confidence
2168,A,A,True,0.44704076011571114,Low_Review
3390,D,D,True,0.9824190744770204,High_Confidence
4437,A,A,True,0.5366729444551918,Moderate_Review
1689,C,C,True,0.660748975517588,Moderate_Review
5413,B,B,True,0.4309190116352802,Low_Review
1018,C,A,False,0.3336311604103632,Low_Review
106,D,A,False,0.4569047966632011,Low_Review
1446,C,C,True,0.7898726711282676,High_Confidence
7253,D,B,False,0.4753183860022629,Low_Review
6105,D,D,True,0.983875361119174,High_Confidence
5946,B,C,False,0.5542717701725249,Moderate_Review
7600,B,D,False,0.449916991790829,Low_Review
3924,D,D,True,0.9996940217210338,High_Confidence
695,A,D,False,0.9779631173103787,High_Confidence
7500,B,A,False,0.5975034218229975,Moderate_Review
7635,B,C,False,0.675942677453624,Moderate_Review
3720,A,A,True,0.4653197061525005,Low_Review
1293,B,A,False,0.4895863843248846,Low_Review
7048,C,C,True,0.7873812541401995,High_Confidence
2767,A,A,True,0.4838991809070159,Low_Review
4834,B,D,False,0.7766266193168193,High_Confidence
675,C,C,True,0.6540809431270804,Moderate_Review
7190,D,D,True,0.9669845565492134,High_Confidence
5892,D,D,True,0.9668927577261675,High_Confidence
4330,A,C,False,0.5396391989553673,Moderate_Review
1718,D,D,True,0.49464566278146904,Low_Review
5033,B,C,False,0.33641082379911447,Low_Review
4986,A,B,False,0.42442943557954355,Low_Review
6154,D,D,True,0.9543608722616265,High_Confidence
6949,B,C,False,0.4431993673478175,Low_Review
857,D,D,True,0.3055362766543537,Low_Review
5451,C,D,False,0.9544164494361459,High_Confidence
5443,D,A,False,0.6064124660692544,Moderate_Review
4455,B,B,True,0.35672673189961035,Low_Review
929,D,B,False,0.5283870771580637,Moderate_Review
2765,C,C,True,0.45491434003213854,Low_Review
4068,B,C,False,0.5705058502373802,Moderate_Review
3085,A,C,False,0.3905159261152169,Low_Review
6748,D,A,False,0.5498094848567309,Moderate_Review
7301,D,D,True,0.9936872323646332,High_Confidence
4338,B,C,False,0.413708966079576,Low_Review
6128,C,C,True,0.5441342937745186,Moderate_Review
2975,A,A,True,0.4708487341231967,Low_Review
7480,D,D,True,0.8462315879077602,High_Confidence
48,D,D,True,0.9997096166170963,High_Confidence
2318,B,B,True,0.3831925693824078,Low_Review
5418,C,D,False,0.7852991863600204,High_Confidence
4477,C,C,True,0.6400334778975915,Moderate_Review
2631,C,C,True,0.38834509342163953,Low_Review
1776,C,C,True,0.6955471415976335,Moderate_Review
614,B,B,True,0.4620776889215637,Low_Review
1208,B,C,False,0.43524923620788514,Low_Review
6311,D,D,True,0.7882858409982737,High_Confidence
7058,B,C,False,0.5799724371238881,Moderate_Review
4950,B,A,False,0.4758784092646291,Low_Review
431,A,D,False,0.8764774297409557,High_Confidence
2180,A,C,False,0.40613616188907925,Low_Review
1088,A,D,False,0.6772324346870136,Moderate_Review
475,D,A,False,0.385928602096156,Low_Review
1818,C,A,False,0.7218982282344569,Moderate_Review
4451,B,C,False,0.5198281048345303,Moderate_Review
2164,B,C,False,0.34598855715061566,Low_Review
3474,B,A,False,0.4398424247380896,Low_Review
923,C,C,True,0.7759435854448602,High_Confidence
930,D,A,False,0.4791062945645084,Low_Review
1163,D,D,True,0.9941594614400125,High_Confidence
3299,D,A,False,0.5793939053168518,Moderate_Review
3333,D,D,True,0.9953901019804673,High_Confidence
3310,A,B,False,0.44806774073797906,Low_Review
1155,D,D,True,0.999585012049234,High_Confidence
894,D,D,True,0.9364501394735809,High_Confidence
3722,A,C,False,0.6188458425709894,Moderate_Review
1625,C,C,True,0.6654501335338936,Moderate_Review
1436,B,A,False,0.5853134874950043,Moderate_Review
4310,D,D,True,0.8829740930046714,High_Confidence
295,B,B,True,0.45103504909293896,Low_Review
3959,B,A,False,0.5168818254288833,Moderate_Review
1455,D,D,True,0.9707046776850295,High_Confidence
3636,D,A,False,0.3512816959233114,Low_Review
3733,B,A,False,0.5677573923513342,Moderate_Review
1952,A,D,False,0.5974221859477422,Moderate_Review
5784,A,C,False,0.6326037228217906,Moderate_Review
5996,A,D,False,0.98376577055563,High_Confidence
8041,D,D,True,0.9958517433317012,High_Confidence
0,D,D,True,0.9954841789290373,High_Confidence
7449,A,A,True,0.4266440879450389,Low_Review
1760,D,D,True,0.9668927577261675,High_Confidence
4967,D,D,True,0.9554016628935356,High_Confidence
1580,A,B,False,0.3269581602282056,Low_Review
6327,D,D,True,0.9936872323646332,High_Confidence
6742,B,C,False,0.6634379354622302,Moderate_Review
5941,C,C,True,0.5743184810572955,Moderate_Review
3240,A,A,True,0.45730224857777096,Low_Review
4515,C,C,True,0.5414084647512225,Moderate_Review
3083,A,A,True,0.3645787418451906,Low_Review
7828,A,B,False,0.4913464099018347,Low_Review
3475,A,C,False,0.3471980440737696,Low_Review
2905,C,A,False,0.5713048526710612,Moderate_Review
7690,B,A,False,0.6498273407564479,Moderate_Review
3479,D,A,False,0.45873602990804363,Low_Review
462,A,A,True,0.5459267421187776,Moderate_Review
5439,D,D,True,0.9996701614707278,High_Confidence
4675,A,A,True,0.6440302254928679,Moderate_Review
5172,D,D,True,0.548833975465892,Moderate_Review
6447,C,C,True,0.6610876543401546,Moderate_Review
7311,A,A,True,0.5656519531481615,Moderate_Review
6204,A,D,False,0.9847448986811594,High_Confidence
5942,D,C,False,0.5918136475974769,Moderate_Review
3146,B,A,False,0.5765875085775862,Moderate_Review
7273,B,A,False,0.4398424247380896,Low_Review
1615,D,D,True,0.9948816995434625,High_Confidence
2253,A,C,False,0.49443375197073264,Low_Review
2073,B,B,True,0.3504623893976769,Low_Review
2738,A,D,False,0.6215986987747757,Moderate_Review
1450,C,C,True,0.7824257348779823,High_Confidence
413,D,D,True,0.8625451874912418,High_Confidence
5195,A,A,True,0.42893005279754226,Low_Review
7490,C,D,False,0.7181081815799164,Moderate_Review
4610,A,A,True,0.5230996649542266,Moderate_Review
7165,D,A,False,0.4743473796882142,Low_Review
5363,B,C,False,0.5009716983672998,Moderate_Review
567,B,D,False,0.5519036828162033,Moderate_Review
5733,A,D,False,0.9420715982474718,High_Confidence
3165,D,D,True,0.9830346929293522,High_Confidence
7965,C,C,True,0.602200471247607,Moderate_Review
1366,D,D,True,0.9910513971846453,High_Confidence
6347,D,D,True,0.9941594614400125,High_Confidence
2618,D,D,True,0.9278775108530833,High_Confidence
6586,C,C,True,0.7476358125472772,Moderate_Review
6570,B,B,True,0.41651177236196374,Low_Review
7001,B,C,False,0.41524909910820557,Low_Review
140,A,B,False,0.4508109519408055,Low_Review
1582,A,A,True,0.6039886265505473,Moderate_Review
5587,B,D,False,0.9707046776850295,High_Confidence
8017,D,D,True,0.8802792283665779,High_Confidence
4642,C,C,True,0.7831174574121861,High_Confidence
2085,C,C,True,0.7856563850473696,High_Confidence
5086,D,D,True,0.9783036087338743,High_Confidence
6226,D,A,False,0.5518454755215929,Moderate_Review
8044,D,A,False,0.4509688579672126,Low_Review
6065,C,A,False,0.37314530806277324,Low_Review
3,B,C,False,0.5343738259205695,Moderate_Review
1545,C,C,True,0.6654501335338936,Moderate_Review
5199,B,A,False,0.5498094848567309,Moderate_Review
